locale,code,name
de,de,Deutsch
de,en,Englisch
de,fr,Französisch
de,it,Italienisch
en,de,German
en,en,English
en,fr,French
en,it,Italian
fr,de,Allemande
fr,en,Anglaise
fr,fr,Français
fr,it,Italienne
it,de,Tedesca
it,en,Inglese
it,fr,Francese
it,it,Italiana
